"id","member_id","loan_amnt","funded_amnt","funded_amnt_inv","int_rate","installment","grade","sub_grade","emp_length_years","annual_inc","home_ownership","purpose","delinq_2yrs","total_acc","total_pymnt","total_pymnt_inv","total_rec_prncp","total_rec_int","recoveries","issue_date","default"
499198,640599,9500,9500,8500,9.88,306,"B","B1",5,50000,"RENT","car",0,14,10793.62,9657.21,9500,1293.62,0,"2010-04-01",0
554736,714529,5500,5500,5373.85290241,11.12,180.38,"B","B3",1,33280,"RENT","moving",0,15,6487.67,6335.35,5500,987.67,0,"2010-07-01",0
495471,634654,14000,14000,13975,10.62,455.84,"B","B3",5,95000,"RENT","car",0,8,16428.25,16398.93,14000,2406.96,0,"2010-03-01",0
425279,501519,4000,4000,3925,9.32,127.79,"A","A4",5,41000,"RENT","debt_consolidation",0,18,1145.16,1123.65,894.32,250.84,0,"2009-07-01",0
468101,589378,1600,1600,1600,11.14,52.49,"B","B1",9,70000,"RENT","credit_card",0,11,1683.82,1683.82,1600,83.82,0,"2009-12-01",0
428096,506243,8000,8000,7551.85420053,12.84,268.95,"C","C2",1,45000,"OWN","debt_consolidation",0,8,9681.97,9097.08,8000.01,1681.96,0,"2009-07-01",0
588911,756574,8000,8000,8000,19.79,296.46,"F","F5",1,41000,"RENT","other",0,5,9757.84,9757.84,8000,1757.84,0,"2010-09-01",0
535386,691806,2000,2000,2000,11.12,65.6,"B","B3",NA,11520,"OWN","debt_consolidation",0,5,2361.52,2361.52,2000,361.52,0,"2010-06-01",0
572730,736702,2850,2850,2850,13.61,96.87,"C","C2",2,12000,"RENT","credit_card",0,4,3484.51,3484.51,2850,634.51,0,"2010-09-01",0
465141,583433,2000,2000,1975,12.53,66.94,"B","B5",5,60000,"RENT","debt_consolidation",0,23,2408.64,2378.56,2000,408.64,0,"2009-12-01",0
368667,383128,3000,3000,1754.05076953,14.74,103.62,"D","D3",7,25000,"RENT","home_improvement",0,10,3649.77,2116.01,3000,649.77,0,"2008-12-01",0
413777,467404,14000,13625,4450,11.26,447.77,"B","B2",1,30000,"RENT","debt_consolidation",0,13,16273.03,5313.51,13625,2648.03,0,"2009-06-01",0
488380,622797,10000,10000,9850,9.88,322.11,"B","B1",2,65000,"RENT","debt_consolidation",0,6,10581.65,10422.93,10000,581.65,0,"2010-02-01",0
577535,742661,4000,4000,4000,17.56,143.73,"E","E4",6,42000,"RENT","moving",1,8,179.75,179.75,0,0,179.75,"2010-09-01",1
331181,330919,7500,7500,0,14.82,259.33,"E","E3",10,70000,"MORTGAGE","other",0,36,9335.66,0,7500,1835.66,0,"2008-04-01",0
521334,674147,12000,12000,11969.0951622,13.98,410.02,"C","C3",10,50000,"OWN","debt_consolidation",0,15,14753.82,14714.59,12000.01,2753.81,0,"2010-06-01",0
489200,624083,12000,12000,11327.8908497,13.48,407.09,"C","C3",3,90000,"MORTGAGE","credit_card",0,45,14396.99,13437.11,11999.99,2397,0,"2010-03-01",0
373502,393602,8500,8500,5293.46616914,14.11,290.95,"D","D1",6,21996,"RENT","debt_consolidation",0,7,10451.12,6238.34,8499.99,1951.13,0,"2009-01-01",0
389701,424147,8000,8000,6960.65210902,14.74,276.3,"D","D3",1,30000,"MORTGAGE","debt_consolidation",1,19,9945.57,8464.1,7999.99,1945.58,0,"2009-04-01",0
447788,548816,12000,12000,12000,12.87,403.6,"C","C1",7,70000,"RENT","debt_consolidation",0,28,12614.21,12614.21,10038.21,2464.4,111.6,"2009-10-01",1
575536,740264,13750,13750,13750,15.95,483.07,"D","D4",3,1e+05,"MORTGAGE","debt_consolidation",0,38,17375.22,17375.22,13750,3625.22,0,"2010-09-01",0
495126,634083,5000,5000,5000,16.82,177.81,"E","E2",2,108000,"MORTGAGE","debt_consolidation",0,18,743.4,743.4,327.09,205.23,211.08,"2010-03-01",1
427779,505672,15000,15000,14815.6816142,11.58,495.21,"B","B3",10,73000,"MORTGAGE","debt_consolidation",0,5,17467.25,17251.15,15000,2467.25,0,"2009-07-01",0
614849,788431,2500,2500,2500,12.23,83.32,"C","C1",7,40000,"MORTGAGE","medical",2,27,288.66,288.66,115.49,50.87,107.32,"2010-11-01",1
485943,619173,12000,12000,10900,7.88,375.37,"A","A5",6,43000,"MORTGAGE","credit_card",0,32,13444.32,12211.85,12000,1444.32,0,"2010-02-01",0
548765,707440,6000,6000,5975,7.14,185.65,"A","A3",1,25800,"RENT","other",0,14,6666.19,6638.42,6000,666.19,0,"2010-07-01",0
464441,582125,20000,20000,19766.8202828,15.31,696.31,"D","D3",4,95000,"RENT","debt_consolidation",1,30,21674.56,21422.26,20000,1674.56,0,"2009-12-01",0
382086,411122,4000,4000,3800,12.84,134.48,"C","C2",6,18000,"RENT","other",0,8,4840.63,4598.94,4000,840.63,0,"2009-03-01",0
362937,372627,15000,15000,7341.62,11.46,494.36,"B","B5",2,75000,"MORTGAGE","debt_consolidation",0,28,17795.95,8150.03,14999.99,2795.96,0,"2008-12-01",0
462268,578185,3250,3250,3150,8.94,103.26,"A","A5",1,45000,"RENT","other",0,8,758.9,735.53,481.26,136.56,126.11,"2009-11-01",1
438513,528410,3500,3500,3475,11.83,115.97,"B","B3",7,57000,"OWN","home_improvement",1,14,3534.75,3509.5,3500,34.75,0,"2009-09-01",0
560773,721738,2400,2400,1900,13.98,82.01,"C","C3",1,70000,"RENT","debt_consolidation",0,13,2449.49,1939.24,2400,49.49,0,"2010-08-01",0
381373,409482,10000,10000,6273.3394393,14.42,343.83,"D","D2",8,50000,"RENT","debt_consolidation",0,32,8714.91,3705.77,6513.1,2201.81,0,"2009-02-01",0
445201,543536,1600,1600,1600,14.96,55.44,"D","D2",1,60000,"RENT","debt_consolidation",0,11,1994.74,1994.74,1600,394.74,0,"2009-09-01",0
600058,770178,7000,7000,7000,9.99,225.84,"B","B4",1,45600,"RENT","debt_consolidation",0,6,8195.49,8195.49,7000,1195.49,0,"2010-10-01",0
363297,373157,8000,8000,1984.22744987,11.78,264.88,"C","C1",3,46000,"MORTGAGE","debt_consolidation",0,23,9533.92,2328.11,8000,1533.92,0,"2008-11-01",0
514803,665460,25000,25000,20793.8445613,10.99,818.38,"B","B4",8,60000,"OWN","debt_consolidation",0,22,28601.76,23478.5,25000,3601.76,0,"2010-05-01",0
494288,632748,5600,5600,5575,13.48,189.98,"C","C3",NA,11688,"RENT","small_business",0,11,6594.32,6564.9,5600,994.32,0,"2010-04-01",0
389428,423650,12000,12000,6449.9975732,13.47,407.08,"C","C4",7,25568,"MORTGAGE","debt_consolidation",0,17,934.73,502.16,272,134.57,528.16,"2009-04-01",1
228752,228718,2000,2000,975,14.25,68.6,"E","E2",3,68000,"RENT","major_purchase",1,23,2468.23,1202.65,2000,468.23,0,"2008-01-01",0
583119,749334,20000,20000,19925,15.21,695.37,"D","D2",2,36000,"MORTGAGE","home_improvement",0,13,25013.7,24919.96,19999.99,5013.71,0,"2010-09-01",0
524778,679029,1800,1800,1800,15.21,62.59,"D","D2",6,45336,"RENT","medical",0,7,2154.09,2154.09,1800,339.19,0,"2010-06-01",0
621626,796694,2000,2000,2000,5.42,60.32,"A","A1",10,1e+05,"MORTGAGE","small_business",0,33,2096.63,2096.63,2000,96.63,0,"2010-11-01",0
351535,354166,4000,4000,0,18.54,145.7,"G","G4",1,60000,"RENT","moving",0,24,5247.06,0,4000,1247.06,0,"2008-07-01",0
228424,228006,20000,20000,1125,13.3,676.78,"D","D4",2,50000,"MORTGAGE","debt_consolidation",1,29,24505.79,1377.79,20000,4505.79,0,"2008-01-01",0
493088,630712,6000,6000,6000,12.73,201.4,"C","C1",2,27000,"RENT","major_purchase",0,8,7247.14,7247.14,6000,1247.14,0,"2010-03-01",0
585629,752416,1200,1200,1200,13.61,40.79,"C","C2",10,53000,"RENT","debt_consolidation",0,36,1466.4,1466.4,1200,266.4,0,"2010-09-01",0
178236,178070,12000,12000,250,12.17,399.55,"D","D2",1,24000,"RENT","debt_consolidation",0,10,14193.14,295.6,12000,2173.16,0,"2007-12-01",0
543563,701259,25000,24275,23714.4829595,10.75,791.87,"B","B2",1,70000,"MORTGAGE","small_business",0,27,26683.02,26022.94,24275,2408.02,0,"2010-07-01",0
494583,633247,3000,3000,3000,14.96,103.94,"D","D2",8,53631,"MORTGAGE","home_improvement",0,12,3645.17,3645.17,3000,645.17,0,"2010-03-01",0
529345,684548,15000,15000,14775.9985265,11.12,491.94,"B","B3",6,51000,"RENT","debt_consolidation",0,17,17696.59,17424.52,15000,2696.59,0,"2010-06-01",0
494539,633165,13000,13000,13000,12.73,436.37,"C","C1",8,36000,"RENT","debt_consolidation",0,22,15653.56,15653.56,13000,2653.56,0,"2010-03-01",0
367700,381416,6700,6700,6636.90833206,16,235.56,"E","E2",2,56400,"MORTGAGE","debt_consolidation",0,39,7759.07,7680.07,6700,1059.07,0,"2009-02-01",0
536611,693217,3500,3500,3500,11.86,116.02,"B","B5",10,48000,"RENT","home_improvement",0,22,4178.17,4178.17,3500,678.17,0,"2010-06-01",0
376318,399301,6800,6800,1525,12.84,228.61,"C","C2",1,53000,"MORTGAGE","debt_consolidation",0,26,6872.96,1541.46,6800,72.96,0,"2009-02-01",0
513523,663550,2800,2800,2800,16.07,98.55,"D","D5",1,24000,"MORTGAGE","debt_consolidation",1,8,3559.78,3559.78,2800,744.8,0,"2010-05-01",0
407782,457428,1800,1800,1800,11.26,59.16,"B","B2",1,24000,"RENT","educational",0,8,2030.41,2030.41,1800,230.41,0,"2009-05-01",0
430012,509698,21600,21600,21100,11.26,709.85,"B","B2",10,90000,"RENT","debt_consolidation",0,28,4962.3,4847.36,3646.48,1315.82,0,"2009-08-01",0
600502,770725,12250,12250,12250,9.99,395.22,"B","B4",5,43200,"OWN","debt_consolidation",0,9,13634.2,13634.2,12250,1384.2,0,"2010-10-01",0
503966,648730,7000,7000,7000,15.7,245.08,"D","D4",3,47500,"RENT","other",0,36,7664.81,7664.81,5804.6,1778.59,81.62,"2010-04-01",1
635205,813713,1600,1600,1600,14.09,54.76,"D","D1",5,42000,"RENT","other",0,6,1960.64,1960.64,1600,360.64,0,"2010-12-01",0
432854,515095,20000,20000,9593.82497221,15.31,696.31,"D","D3",6,78000,"RENT","debt_consolidation",0,47,23669.16,11346.41,19999.99,3669.17,0,"2009-08-01",0
593793,762534,15000,15000,15000,13.61,509.83,"C","C2",4,111147.66,"MORTGAGE","debt_consolidation",0,20,18338.64,18338.64,14999.99,3338.65,0,"2010-10-01",0
307746,307729,2450,2450,2275,15.13,85.09,"E","E4",1,24000,"OWN","credit_card",0,7,3060.15,2841.6,2450,610.15,0,"2008-03-01",0
119262,119088,5700,5700,1450,13.43,193.26,"E","E1",5,65000,"RENT","debt_consolidation",0,17,6955.99,1768.93,5700,1255.99,0,"2007-08-01",0
363933,374123,20000,20000,4375,12.41,668.21,"C","C3",10,38000,"RENT","house",0,47,22707.31,4966.65,20000,2707.31,0,"2008-12-01",0
495754,635090,6000,6000,6000,13.48,203.55,"C","C3",8,86200,"MORTGAGE","debt_consolidation",0,14,6548.73,6548.73,6000,548.73,0,"2010-05-01",0
524022,678041,12000,12000,11404.4158493,10.75,391.45,"B","B2",8,67992,"MORTGAGE","other",3,34,13449.94,12695.26,12000,1449.94,0,"2010-06-01",0
385661,412118,11100,11100,11031.9927389,9.63,356.25,"A","A5",1,25000,"OWN","small_business",0,9,12823.55,12744.2,11099.97,1723.58,0,"2009-03-01",0
620409,795176,6000,6000,6000,10.36,194.62,"B","B5",5,65000,"MORTGAGE","credit_card",1,21,6861.44,6861.44,6000,861.44,0,"2010-11-01",0
280405,278890,16000,16000,3579.25,12.61,536.11,"D","D1",9,105600,"MORTGAGE","major_purchase",1,42,19308.52,4317.19,16000,3308.52,0,"2008-03-01",0
508044,655413,4000,4000,4000,14.96,138.59,"D","D2",10,31200,"RENT","moving",0,25,4986.51,4986.51,4000,986.51,0,"2010-04-01",0
577772,742935,20000,20000,19975,10.38,648.92,"B","B1",1,110000,"RENT","major_purchase",0,23,23359.96,23330.76,19999.99,3359.97,0,"2010-09-01",0
586223,753130,12000,12000,11975,13.61,407.87,"C","C2",6,78000,"MORTGAGE","debt_consolidation",1,27,6551.26,6537.68,3325.89,2027.08,1198.29,"2010-09-01",1
471847,595786,2500,2500,2425,12.53,83.67,"B","B5",1,30000,"OWN","major_purchase",1,19,3011.25,2920.92,2500,511.25,0,"2009-12-01",0
552294,711691,6600,6600,6600,7.14,204.22,"A","A3",10,48000,"MORTGAGE","home_improvement",0,34,6917.34,6917.34,6600,317.34,0,"2010-07-01",0
405124,452527,4500,4500,4500,10.95,147.22,"B","B1",1,41000,"MORTGAGE","other",0,12,4816.44,4816.44,4500,316.44,0,"2009-05-01",0
611671,784378,10000,6175,5690.53413268,6.54,189.38,"A","A4",1,45000,"RENT","credit_card",0,15,6800.89,6221.29,6174.99,625.9,0,"2010-11-01",0
270343,269755,8400,8400,3949.17,11.97,278.88,"C","C4",10,51420,"RENT","debt_consolidation",0,24,10039.68,4641.36,8400,1639.68,0,"2008-03-01",0
593147,761715,3600,3600,3600,11.12,118.07,"B","B3",8,38700,"RENT","debt_consolidation",0,17,4081.33,4081.33,3600,481.33,0,"2010-10-01",0
571653,735311,10000,10000,9975,16.45,353.8,"E","E1",5,60000,"MORTGAGE","debt_consolidation",0,8,7702.92,7683.72,5220.91,2192.3,289.71,"2010-08-01",1
519713,671848,14000,9350,9186.2228722,7.88,292.48,"A","A5",10,106839,"MORTGAGE","credit_card",1,32,10517.14,10327.46,9349.99,1167.15,0,"2010-06-01",0
443719,540212,3250,3250,3250,14.26,111.5,"C","C5",5,50000,"MORTGAGE","debt_consolidation",0,16,3844.97,3844.97,3250,594.97,0,"2009-10-01",0
501790,645077,10000,10000,9400,9.88,322.11,"B","B1",1,33600,"RENT","debt_consolidation",0,20,2893.59,2719.71,2226.36,667.23,0,"2010-04-01",0
563076,724572,20000,20000,19545.3380353,14.84,691.75,"D","D1",4,68400,"RENT","small_business",0,34,12941.66,12284.66,8874.03,3577.02,387.11,"2010-08-01",1
524823,679083,5000,5000,4735.00770892,11.86,165.74,"B","B5",2,20000,"RENT","other",0,8,5961.9,5626.75,5000,961.9,0,"2010-06-01",0
444085,541015,2000,2000,2000,15.31,69.64,"D","D3",10,72000,"MORTGAGE","debt_consolidation",0,20,2498.05,2498.05,2000,498.05,0,"2009-09-01",0
500898,643551,17500,17500,17346.1400716,13.85,596.82,"C","C4",5,64700,"MORTGAGE","debt_consolidation",0,12,19889.79,19706.79,17500,2389.79,0,"2010-04-01",0
610175,782558,4000,4000,4000,15.2,139.06,"D","D4",3,68400,"OWN","home_improvement",0,23,5002.59,5002.59,4000,1002.59,0,"2010-11-01",0
535220,691616,4800,4800,4800,13.98,164.01,"C","C3",4,45000,"RENT","major_purchase",0,3,5902.25,5902.25,4800,1102.25,0,"2010-06-01",0
599847,769934,6500,6500,6496.1596522,6.17,198.25,"A","A3",3,69476,"RENT","debt_consolidation",0,41,7136.64,7132.08,6500,636.64,0,"2010-10-01",0
556801,716944,6400,6400,6375,7.88,200.2,"A","A5",10,42000,"MORTGAGE","debt_consolidation",1,22,6599.68,6573.9,6400,199.68,0,"2010-08-01",0
238016,236629,10100,10100,3750,14.88,349.53,"E","E4",5,43000,"RENT","debt_consolidation",0,16,12580.83,4670.06,10100,2480.83,0,"2008-02-01",0
557530,717817,3000,3000,3000,11.49,98.92,"B","B4",10,38052,"RENT","other",0,7,3576,3576,3000,561.03,0,"2010-08-01",0
497118,637218,13000,13000,12173.3067712,7.88,406.65,"A","A5",6,18000,"OWN","other",0,25,14351.14,13434.6,13000,1351.14,0,"2010-04-01",0
635885,814593,6000,6000,6000,13.35,203.18,"C","C4",8,88000,"OWN","car",0,28,7212.72,7212.72,5999.99,1212.73,0,"2010-12-01",0
362516,371973,5000,5000,2180.13,11.78,165.55,"C","C1",2,21996,"RENT","debt_consolidation",0,5,5958.48,2579.84,4999.99,958.49,0,"2008-11-01",0
496528,636261,18000,18000,17989.9970697,10.99,589.24,"B","B4",5,73200,"MORTGAGE","home_improvement",0,21,21201.5,21188.54,18000,3201.5,0,"2010-03-01",0
348672,349943,3000,3000,194.938263665,11.03,98.26,"C","C1",1,40000,"RENT","moving",0,2,3553.15,197.64,3000,538.15,0,"2008-06-01",0
321051,321048,12000,7000,5228.09,8.32,220.39,"A","A4",10,54996,"RENT","debt_consolidation",0,22,7930.96,5881.44,6999.99,930.97,0,"2008-04-01",0
581779,747762,10000,10000,10000,7.14,309.42,"A","A3",4,33996,"MORTGAGE","major_purchase",0,22,11132.51,11132.51,10000,1132.51,0,"2010-09-01",0
429637,509138,5000,5000,4850,14.26,171.53,"C","C5",1,50004,"OWN","debt_consolidation",0,17,6021.67,5841.01,5000,1021.67,0,"2009-08-01",0
352545,355730,7500,5600,680.83,10.33,181.57,"B","B3",1,87000,"RENT","major_purchase",0,41,6504.15,700.87,5600,904.15,0,"2008-08-01",0
577242,742320,3000,3000,3000,7.88,93.85,"A","A5",1,49800,"RENT","moving",0,29,3377.86,3377.86,3000,377.86,0,"2010-09-01",0
445914,544905,6500,6500,6375,11.14,213.23,"B","B1",1,68500,"MORTGAGE","credit_card",0,18,7555.33,7410.04,6500,1055.33,0,"2009-10-01",0
482672,614019,1200,1200,1195.76955477,10.25,38.87,"B","B2",6,75873,"MORTGAGE","debt_consolidation",0,38,1398.16,1392.56,1200,198.16,0,"2010-02-01",0
484843,617447,7000,7000,7000,10.25,226.7,"B","B2",5,46000,"RENT","debt_consolidation",0,14,8155,8155,7000,1155,0,"2010-02-01",0
489469,624526,5000,5000,4925,10.62,162.8,"B","B3",2,31000,"RENT","car",0,3,5820.46,5733.14,4999.99,820.47,0,"2010-03-01",0
538971,696060,1200,1200,1200,14.72,41.44,"C","C5",10,64500,"MORTGAGE","other",0,27,1243.19,1243.19,1200,43.19,0,"2010-07-01",0
572682,736634,25000,25000,24950,11.49,824.29,"B","B4",10,54000,"MORTGAGE","other",0,21,29441.21,29382.35,25000.06,4441.15,0,"2010-09-01",0
347145,347562,4000,4000,0,8,125.35,"A","A3",4,30000,"RENT","major_purchase",0,3,4389.76,0,4000,389.76,0,"2008-05-01",0
512647,662371,4000,4000,4000,10.99,130.95,"B","B4",10,114000,"MORTGAGE","debt_consolidation",1,32,4712.09,4712.09,4000,712.09,0,"2010-05-01",0
229729,229639,5000,5000,1399.99633105,14.25,171.5,"E","E2",1,35000,"RENT","debt_consolidation",0,24,3959.33,1106.39,2918.51,1025.82,0,"2008-01-01",0
466101,585310,6000,6000,6000,15.31,208.9,"D","D3",4,45000,"RENT","debt_consolidation",0,22,7520.25,7520.25,6000,1520.25,0,"2009-12-01",0
586967,754031,16000,16000,15975,15.21,556.3,"D","D2",1,60000,"OWN","debt_consolidation",0,19,20020.22,19989,16000,4020.22,0,"2010-09-01",0
448258,549750,6400,6400,6375,8.94,203.34,"A","A5",1,29120,"OWN","debt_consolidation",0,15,7037.54,7010.05,6400,637.54,0,"2009-10-01",0
441061,534769,7000,7000,6976.03601504,12.87,235.44,"C","C1",1,25000,"RENT","debt_consolidation",0,12,8489.7,8457.68,7000,1474.71,0,"2009-09-01",0
554300,714060,8000,8000,8000,6.76,246.14,"A","A2",2,1e+05,"MORTGAGE","moving",0,53,8553.1,8553.1,8000,553.1,0,"2010-08-01",0
513912,664110,15000,15000,14950,13.48,508.87,"C","C3",10,66396,"MORTGAGE","debt_consolidation",0,47,16989.67,16933.04,15000,1989.67,0,"2010-05-01",0
494994,633900,12800,12800,12650,13.11,431.94,"C","C2",10,70000,"MORTGAGE","debt_consolidation",1,33,15382.09,15201.85,12800,2582.09,0,"2010-03-01",0
627653,804314,6125,6125,5625,6.17,186.81,"A","A3",7,75000,"MORTGAGE","car",0,25,6724.72,6175.76,6125,599.72,0,"2010-12-01",0
604319,775332,4000,4000,4000,13.35,135.46,"C","C4",NA,62400,"MORTGAGE","debt_consolidation",0,6,2402.07,2402.07,1686.25,635.47,80.35,"2010-10-01",1
477281,605282,24250,24250,24245.4303967,15.65,848.42,"D","D4",10,88066,"RENT","debt_consolidation",0,21,29847.99,29841.03,24250.02,5597.97,0,"2010-01-01",0
487155,620957,14000,14000,14000,17.56,503.05,"E","E4",5,103560,"RENT","debt_consolidation",0,68,18098.39,18098.39,14000,4098.39,0,"2010-02-01",0
498594,639582,2500,2500,2000,10.99,81.84,"B","B4",1,10000,"RENT","other",0,4,2944.58,2355.39,2500,444.58,0,"2010-03-01",0
604119,775118,5000,5000,5000,9.62,160.45,"B","B3",2,65000,"RENT","debt_consolidation",0,11,5190.97,5190.97,5000,190.97,0,"2010-10-01",0
632988,810863,13000,13000,13000,12.61,435.59,"C","C2",6,1e+05,"MORTGAGE","credit_card",0,27,15090.21,15090.21,13000.01,2090.2,0,"2010-12-01",0
388543,422057,7300,7300,7200,9.32,233.22,"A","A4",4,30000,"MORTGAGE","debt_consolidation",0,34,7844.82,7737.34,7300,544.82,0,"2009-07-01",0
604070,775064,6000,6000,6000,13.72,204.26,"C","C5",2,68000,"MORTGAGE","credit_card",0,12,6870.21,6870.21,6000,870.21,0,"2010-11-01",0
456085,566103,4200,4200,4161.19314831,15.31,146.23,"D","D3",2,30000,"RENT","other",0,7,2596.07,2560.61,1745.95,738.94,111.18,"2009-11-01",1
453639,560989,1200,1200,1200,7.88,37.54,"A","A5",1,57200,"MORTGAGE","major_purchase",0,12,1208.06,1208.06,1200,8.06,0,"2010-05-01",0
447132,547434,20000,20000,19750,11.48,659.37,"B","B2",4,74000,"MORTGAGE","wedding",0,10,22921.68,22635.19,20000,2921.68,0,"2009-10-01",0
459894,573602,5000,5000,5000,14.61,172.38,"D","D1",2,32968,"RENT","debt_consolidation",0,11,6094.28,6094.28,5000,1094.28,0,"2009-11-01",0
381618,410232,8725,8725,8333.81,9.32,278.74,"A","A4",10,52000,"MORTGAGE","small_business",0,22,3900.91,3732.26,3089.09,789.61,22.21,"2009-03-01",1
620265,795006,5000,5000,4975,15.2,173.82,"D","D4",6,90468,"MORTGAGE","home_improvement",0,26,4938.23,4913.7,3669.44,1178.85,89.94,"2010-11-01",1
523939,677932,2500,2500,2500,16.32,88.29,"D","D5",9,54000,"RENT","other",0,14,3060.65,3060.65,2500,560.65,0,"2010-06-01",0
523932,677920,16750,16750,15200,10.38,543.47,"B","B1",8,60996,"MORTGAGE","debt_consolidation",0,41,2172.12,1971.08,1613.83,558.29,0,"2010-06-01",0
612986,785968,7000,7000,6775,8.88,222.21,"B","B1",1,52000,"RENT","major_purchase",0,9,7784.28,7534.02,7000,784.28,0,"2010-11-01",0
436358,522162,9800,9800,9690.27371603,8.94,311.37,"A","A5",10,75000,"MORTGAGE","car",0,25,11206.12,11071.14,9800,1406.12,0,"2009-09-01",0
379881,406737,6000,6000,5450,9.63,192.57,"A","A5",3,56700,"MORTGAGE","house",0,19,6815.54,6190.74,6000,815.54,0,"2009-02-01",0
505258,650970,8000,8000,7975,16.45,283.02,"E","E1",10,72000,"MORTGAGE","debt_consolidation",0,16,8807.61,8780.09,8000,807.61,0,"2010-04-01",0
498726,639801,5000,5000,5000,11.36,164.56,"B","B5",4,67200,"RENT","small_business",0,10,5767.22,5767.22,5000,767.22,0,"2010-04-01",0
415594,483245,7000,7000,3000.00331523,12.84,235.33,"C","C2",2,14400,"RENT","other",0,6,1226.87,525.62,651.88,289.2,285.79,"2009-06-01",1
473462,598379,1000,1000,1000,14.26,34.31,"C","C5",1,1e+05,"OWN","major_purchase",0,52,1011.97,1011.97,1000,11.97,0,"2010-01-01",0
385010,416492,1400,1400,1400,15.37,48.79,"D","D5",1,36000,"MORTGAGE","small_business",0,6,1532.09,1532.09,1400,132.09,0,"2009-03-01",0
556238,716272,17000,17000,16269.9551152,7.88,531.78,"A","A5",6,48000,"RENT","debt_consolidation",0,29,19142.01,18319.36,17000.01,2142,0,"2010-08-01",0
416727,485522,1200,1200,1200,14.42,41.26,"D","D2",1,65508,"RENT","debt_consolidation",0,7,1337.32,1337.32,1200,137.32,0,"2009-06-01",0
589082,756770,13600,13600,13525,15.58,475.33,"D","D3",10,49000,"RENT","debt_consolidation",0,44,16137.43,16048.46,13600,2537.43,0,"2010-10-01",0
565172,727171,3250,3250,3000,6.76,100,"A","A2",1,67000,"OWN","major_purchase",0,36,3352.8,3094.88,3250,102.8,0,"2010-08-01",0
577924,743115,4000,4000,4000,14.35,137.4,"C","C4",7,48000,"RENT","car",0,10,4311.02,4311.02,4000,311.02,0,"2010-09-01",0
431785,512754,11000,11000,10250,11.14,360.84,"B","B1",5,47160,"RENT","credit_card",0,28,12451.61,11602.65,11000,1451.61,0,"2009-08-01",0
378682,404148,15000,15000,6321.21784834,16.63,532.05,"E","E4",2,45600,"RENT","educational",0,13,12128.09,5106.55,1322.36,803.52,10002.21,"2009-02-01",1
443376,539460,20000,20000,18183.08,13.92,682.74,"C","C4",9,69000,"RENT","credit_card",0,27,5489.32,5207.74,3751.25,1703.97,0,"2009-10-01",0
375618,398020,19400,19400,2700,18.53,706.5,"F","F5",5,60000,"MORTGAGE","debt_consolidation",0,11,21101.2,2936.97,19400,1701.2,0,"2009-01-01",0
424311,499965,10000,10000,8291.66,12.21,333.15,"B","B5",1,45000,"MORTGAGE","car",1,12,11958.56,9693.14,10000,1958.56,0,"2009-07-01",0
385849,413750,12000,12000,11705.25,12.53,401.6,"C","C1",6,88000,"RENT","debt_consolidation",0,13,14093.64,13745.77,11999.98,2093.66,0,"2009-03-01",0
568504,731356,9000,9000,9000,14.72,310.76,"C","C5",2,55000,"RENT","credit_card",1,22,10983.72,10983.72,9000.04,1983.68,0,"2010-08-01",0
270400,270383,9000,9000,3110.87,11.97,298.8,"C","C4",10,80000,"OWN","home_improvement",0,26,10756.8,3615.48,9000,1756.8,0,"2008-03-01",0
473229,597939,10000,10000,9950,7.74,312.19,"A","A3",1,36000,"OWN","other",0,27,11238.69,11182.49,10000,1238.69,0,"2010-01-01",0
487063,620828,14000,14000,12850,7.51,435.54,"A","A4",9,75600,"MORTGAGE","other",0,48,15617.95,14334.7,14000,1617.95,0,"2010-02-01",0
394882,433922,3500,3500,2100,12.21,116.61,"B","B5",10,68004,"MORTGAGE","small_business",0,35,3920.05,2351.88,3500,420.05,0,"2009-04-01",0
523894,677876,9000,9000,8908.35528915,11.12,295.17,"B","B3",1,63000,"OWN","debt_consolidation",0,14,10615.74,10493.24,9000,1615.74,0,"2010-06-01",0
388996,422833,11500,11500,11004.82,16,404.31,"E","E2",1,34928.12,"RENT","debt_consolidation",0,15,14405.75,13639.88,11500,2905.75,0,"2009-04-01",0
589288,757037,6000,6000,6000,11.12,196.78,"B","B3",7,68065.44,"RENT","debt_consolidation",0,23,5610.8,5610.8,4477.95,1031.52,86.4,"2010-10-01",1
391852,428285,3600,3600,3600,16.32,127.13,"E","E3",1,18000,"MORTGAGE","home_improvement",0,6,4393.08,4393.08,3600,793.08,0,"2009-04-01",0
452947,559525,4750,4750,4593.11,12.53,158.97,"B","B5",1,12996,"OWN","debt_consolidation",0,7,5708.11,5543.9,4750,958.11,0,"2009-10-01",0
482901,614375,3250,3250,3250,16.07,114.38,"D","D5",NA,42192,"MORTGAGE","debt_consolidation",0,20,4104.39,4104.39,3250,854.39,0,"2010-02-01",0
463044,579546,3000,3000,3000,11.83,99.41,"B","B3",6,83000,"MORTGAGE","credit_card",0,27,3385.55,3385.55,3000,385.55,0,"2009-12-01",0
418061,464289,3600,3600,3600,7.68,112.29,"A","A2",6,46325,"MORTGAGE","small_business",0,27,4040.1,4040.1,3600,440.1,0,"2009-06-01",0
348760,350083,7000,7000,0,13.87,238.81,"D","D5",5,30000,"RENT","other",1,8,8286.14,0,7000,1286.14,0,"2008-06-01",0
